no,tgl_iklan,url,harga,kota,LT,LB,KT,KM,KTP,KMP,carport,garasi,listrik,surat,judul,deskripsi
27,04-01-2021,https://www.rumah.com/listing-properti/dijual-cluster-3-lantai-full-furnish-akses-jalan-2-mobil-terbukti-bebas-banjir-oleh-dhea-ananda-18220429,2200000000,Jakarta ,170,170,4,4,0,0,2,0,3500,SHM,"CLUSTER 3 Lantai Full Furnish, Akses Jalan 2 Mobil, Terbukti Bebas Banjir","Desain Dan Layout Rumah Bisa Custom Sesuai Keinginan, Bisa KPR Syariah
Cluster Minimalis 3 Lantai di Rawamangun Jakarta Timur
Desain Modern Masa Kini
Bisa Request Full Furnish
Dan Banyak bonus lainnya
Keamanan Terjamin Dengan One Gate System,
Lokasi Strategis Dekat Dengan Tol Dan Pusat Niaga,
Unit Terbatas Hanya 7 Unit (sisa 5 Unit)

BONUS !!
Instalasi AC 3 Unit
Water Heater 2 Unit
Free 1 Year IPL

Lokasi Terbaik :
- 5 menit Halte busway imigrasi jakarta timur
- 7 menit ke Stasiun Jatinegara
- 10 menit ke Tip Top
- 10 menit ke Mall Arion
- Dekat Tol Rawamangun & LRT Veloodrome
- Dekat RS Persahabatan
- Dekat Sekolah Al Azhar, Tarakanita, Lab School
- Dekat Golf Rawamangun, Veloodrome

Ada 2 Type yg Tersedia
Blok ABC :
LT 74 / LB 150
K. Tidur 3 + 1
K. Mandi 3 + 1
Harga Rp 2.3,- M

Blok DE :
LT 78 / LB 170
K. Tidur 3 + 1
K. Mandi 3 + 1
Harga Rp 2.4,- M

Cara Bayar :
Cash
Cash Bertahap 8 bln
KPR Min Dp.20% BTN & BSI (Bank Syariah Indonesia)
Booking Fee 25 jt
Info Lengkap Call/WA fast respon 081289299785 (Dhea)
WATER HEATER"
28,04-01-2021,https://www.rumah.com/listing-properti/dijual-dijual-rumah-murah-cantik-minimalis-400-jutaan-shm-di-cempaka-putih-jakarta-pusat-oleh-felicia-wijaya-18311164,495000000,Jakarta ,20,35,2,1,0,0,0,0,2200,SHM,Dijual Rumah Murah Cantik Minimalis 400 Jutaan SHM di Cempaka Putih Jakarta Pusat,"Hunian Nyaman Minimalis Di Cempaka Putih Timur Jakarta Pusat
Townhouse Cempaka Putih Timur

Rumah baru 2 lantai konsep Modern Townhouse lokasi sangat strategis di Jakarta Pusat dekat dengan area bisnis, akses transportasi sangat mudah. Pilihan tepat untuk rumah tinggal di pusat kota Jakarta dengan harga terjangkau dan akses tak terbatas, atau sebagai investasi anda yang sangat menguntungkan di masa depan.

UNIT TERBATAS!! Boleh request ubah tata ruang.

Start Price : Rp 495 Juta s/d 575 Juta
Payment Metode : Cash Bertahap & KPR
Surat Kepemilikan: SHM
Booking Fee : Rp 10 Juta

Luas Tanah & Bangunan :
Luas tanah 20 m2 s/d 24 m2
Luas bangunan 35 m2 s/d 38 m2

Spesifikasi:
 2 Lantai
 2 Kamar tidur
 1 Kamar mandi
 1 Ruang keluarga
 1 Dapur
 Dinding hebel double
 Pondasi plat beton
 Lantai granit 60x60
 Rangka atap baja ringan
 Plafon gypsum
 Jendela aluminium
 Genteng metal multiroof
 Closet duduk
 Keran + shower 1 line
 Wastafel
 Exhaust fan
 Glass box + Looster
 Instalasi water heater
 Instalasi AC
 Listrik 2200 watt
 Air PDAM + pompa

Tersedia project strategis lainnya :
- Cempaka Putih Timur, Jakpus
(Harga mulai Rp 1.5 Milyar)
ADA Carport

- Gudang Peluru Tebet, Jaksel
(Harga mulai Rp 1.1 Milyar)
ADA Carport

- Rawa Tengah, Jakpus
(Harga mulai Rp 300 jtan)
Tanpa Carport

- Kepu 6, Jakpus
(Harga mulai Rp 400 jtan)
Tanpa Carport

- Kepu Dalam 7, Jakpus
(Harga mulai Rp 400 jtan).
Tanpa Carport

- Cempaka Putih Timur MHT, Jakpus
(Harga mulai Rp 400 jtan)
Tanpa Carport

- Utan Kayu, Jaktim
(Harga mulai Rp 295 jtn)
Tanpa Carport

- Johar 6, Jakpus
(Harga mulai Rp 600 jtan)
ADA Carport

- Kayumanis Pramuka, Jaktim
(Harga mulai Rp 500 jtan)
ADA Carport

- Cempaka Putih Barat, Jakpus
(Harga mulai Rp 600 jtan)
ADA Carport

- Percetakan Negara, Jakpus
(Harga mulai Rp 600 jtan)
ADA Carport

# READY 1 unit SIAP HUNI :
- Cikini Menteng, Jakpus
(Harga Rp 1.78 Milyar)
ADA Carport


More Info (WA/Call) :
FELICIA
0812-1000-8972"
29,04-01-2021,https://www.rumah.com/listing-properti/dijual-rumah-cantik-harga-murah-di-condet-oleh-nanik-yulia-ariani-17099768,2250000000,Jakarta ,231,200,4,3,0,0,3,0,4400,SHM,Rumah Cantik Harga Murah di Condet,"Siap Huni Cantik Ada Cctv Dan Ruang Kedap Suara
Rumah 1 lantai rangka atap baja ringan
Ada kompor tanam
Kitchen Set bahan pilihan
Ada mini bar
Dapur bersih dan dapur kotor
Kokoh
Ruangan Kedap suara
Ada CCTV
Water heater sollarhart"
30,04-01-2021,https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-siap-huni-pulomas-oleh-sukhawati-17747012,3500000000,Jakarta ,160,250,4,3,0,0,2,0,3500,SHM,jual cepat rumah siap huni pulomas,"Rumah Dijual Pulomas Murah
- Kondisi rumah masih sangat bagus
- hanya 5 menit menuju pintu tol dalam kota
- dekat dengan sekolah seperti donbosco, tugasku, global sevila, smp99, smun21,dll"
31,04-01-2021,https://www.rumah.com/listing-properti/dijual-lumihous-fully-furnish-kota-wisata-cibubur-oleh-muhammad-zen-17967546,880000000,Jakarta ,70,57,3,2,0,0,2,0,2200,SHM,Lumihous Fully Furnish Kota Wisata Cibubur,"Lumihous Kota Wisata Cibubur Smart Home
Pertama di Cibubur untuk yang Muda dan berJiwa Muda, dengan 3 KT + 2 KM + 1 Productive Space, dilengkapi dengan berbagai Signature Features seperti :

Signature Concepts :
• Free Full Furnished
• Compact yet Modern Style
• Glass Wall Living Room
• Smart Furniture
• Smart Home System

Signature Facilities :
• Green Wall Lounge
• 5 Rumah Sakit
• 6 Mall
• 5 Sekolah berstandard Nasional & Internasional
• Commercial Area (Supermarket, Fresh Market, Pertokoan)
• Sarana Olahraga, Rekreasi dan masih banyak lagi

Signature Location & Access :
• 2 Menit ke Gerbang Tol Cimaci - Kota Wisata (In & Out)
• 1 Menit ke Jalan Alternatif Transyogi
• 10 Menit ke Tol Jagorawi & LRT


Specification:
Building Size : 0m2
Land Size : 60m2


Other Facilities:
Built-In Wardrobes,Close to Schools,Close to Shops,Close to Transport,Garden"
32,04-01-2021,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-model-minimalis-semi-furnished-oleh-bahar-mualim-18167490,3700000000,Jakarta ,195,250,4,4,0,0,1,0,4400,SHM,Rumah Siap Huni model Minimalis semi furnished,"Rumah Mewah Cantik Siap Huni Murah
Rumah minimalis siap huni desain minimalis dijual cepat. DIJAMIN SUKA
Lokasi dijamin bebas banjir.

Rumah dibangun tahun 2017 dan ditempati tahun 2018 tapi masih seperti baru."
33,04-01-2021,https://www.rumah.com/listing-properti/dijual-kebayoran-lama-oleh-syamsudin-18319812,8800000000,Jakarta ,230,650,6,5,0,0,2,1,7700,SHM,Kebayoran lama,"Rumah 3lantai Kebayoran Lama
Bismilahirrahmanirrahiim...

Dijual Cepat Rumah 3 lantai
didaerah kebayoran lama dekat permata hijau

Spesifikasi:

Luas tanah : 230 m2
Luas bangunan : 650 m2
Ada 4 kmr tidur +2
Ada 3 kmr mndi + 2
Full CCTV
7 mobil di garasi
2 mobil di car port
Kolam Renang
Listrik 7700 x 2
Semi furnished
Air pam dan air tanah
SHM
Harga :8,8 M nego

Lokasi strategis
5 menit ke plaza senayan
5 menit ke Senayan City
10 menit ke Gandaria City

More info hub :
Ncang Didin"
34,04-01-2021,https://www.rumah.com/listing-properti/dijual-pejaten-barat-oleh-syamsudin-18412376,6300000000,Jakarta ,276,330,5,5,0,0,1,1,3500,SHM,Pejaten barat,"New Cluster Pejaten
Sisa 3 unit lagi

Dijual Rumah baru siap huni dalam cluster dikawasan Pejaten Barat, Jakarta Selatan

1 unit
Bangunan 3 lantai
Luas tanah 276 meter
Luas bangunan 330 meter
KT 4+1
KM 4+1
Service area
Garasi + carport
Ruang tamu & keluarga
Taman belakang
SHM / IMB / PBB
Harga 6,9 milyar nego

2 unit
Luas tanah 235 meter
Luas bangunan 330 meter
KT 4+1
KM 4+1
Service area
Garasi + carport
Ruang tamu & keluarga
Taman belakang
SHM / IMB / PBB

Harga 6,3 Milyar_Nego

Hub
Syamsudin"
35,04-01-2021,https://www.rumah.com/listing-properti/dijual-bumi-bintaro-permai-oleh-syamsudin-18412300,3600000000,Jakarta ,245,184,5,4,0,0,2,1,2200,SHM,Bumi Bintaro Permai,"Rumah Secondary Bintaro Jaksel
Rumah dijual Cepat
Hunian dlm perumahan 
Jakarta selatan 
Pesanggrahan Bintaro 
Veteran Bintaro tanah kusir Petukangan 

Bangunan sangat kokoh 

Spesifikasi : 
Luas tanah : 245
Luas bangunan : 184
Kamar tidur : 4+1
Kamar mandi : 3+1

Master badroom lantai atas 
Kmr tdr pembantu : 1
Kmr mandi pembantu : 1
Gudang: 1
Dapur bersih dan dapur kotor
Service area cuci jemur cukup luas 
Air : Tanah
Garasi : 1
Carpot : 2

Hadap Timur

Dokumen surat 
SHM IMB PBB 

IDR 3,6milyard nego

Lokasi 
Jalan depan komplek perumahan cukup luas
Lingkungan asri
Security 24 Jam 
Akses gate 1 pintu

Toll JORR Bintaro bsd Serpong 5 menit 
Toll JORR Bintaro veteran
5 menit 
Toll JORR m Saidi raya Ciledug bandara Soeta 
6-7 menit

Hub
Syamsudin"
36,04-01-2021,https://www.rumah.com/listing-properti/dijual-jakarta-selatan-oleh-syamsudin-18406548,19000000000,Jakarta ,883,428,7,5,0,0,3,1,3500,SHM,Jakarta selatan,"Luxury Huose Fatmawati ( Swimming Pooll)
"
37,04-01-2021,https://www.rumah.com/listing-properti/dijual-rumah-di-jual-pondok-aren-tangerang-selatan-oleh-reuchman-18180873,1200000000,Jakarta ,83,95,3,3,0,0,1,0,2200,SHM,RUMAH DI JUAL PONDOK AREN TANGERANG SELATAN,"Cluster Kawasan Bintaro Kampus Stan,Bebas Banjir
Cluster Ekslusif 2 Lantai *Ready*, Aman dan nyaman dan Ramah lingkungan....

Spesifikasi :
TIPE 2 LANTAY
LT. 80m²
LB. 75m² ( actualnya kurleb100m² )
3 kamar tidur
2+1 kamar mandi
Carport
Mini Garden
listrik 2200 Watt
Bonus : Kanopi
*Harga : 1,2M*



Acces point
- 10 menit ke stasiun jurang Mangu xchange, dan pondok Ranji
- 10 menit ke sekolah Al Azhar
- 5 menit ke kampus Stan Bintaro
- 10 menit ke RS premier Bintaro
- 7 menit ke pasar tradisional ceger
- 10 menit ke tol jor pondok aren serta dekat dgn fasilitas""komersil lain nya.

Lokasi ; pondok aren jurang mangu timur tangerang selatana"
38,04-01-2021,https://www.rumah.com/listing-properti/dijual-rumah-nirmala-cengkareng-oleh-asun-ang-149299433,1750000000,Jakarta ,74,132,3,3,0,0,1,0,2200,Strata,Rumah Nirmala Cengkareng,"Dijual Rumah Nirmala Sumur Bor Cengkareng
dijual Rumah Nirmala sumur bor Cengkareng
lokasi ramai cocok untuk rumah tinggal + usaha laundry,aksesories motor dsb"
39,04-01-2021,https://www.rumah.com/listing-properti/dijual-rumah-jelambar-barat-oleh-asun-ang-14988632,2500000000,Jakarta ,90,170,2,2,0,0,0,0,3500,SHM,Rumah Jelambar barat,"Dijual Rumah Jelambar Barat
dijual Rumah Jelambar barat cocok untuk rumah tinggal,kost2an,konveksi dan lain2"
40,04-01-2021,https://www.rumah.com/listing-properti/dijual-greencourt-cengkareng-oleh-asun-ang-15869795,2000000000,Jakarta ,90,145,3,1,0,0,2,0,2200,SHGB,GreenCourt cengkareng,"Dijual Rumah Siap Huni Di GreenCourt Cengkareng
dijual Rumah Siap Huni di GreenCourt cengkareng, lokasi dekat sekolah Cinta Kasih Tzu Chi , Pah tsung,SMA Duta Bangsa,RSUD Cengkareng,Tol Jorr"
41,04-02-2021,https://www.rumah.com/listing-properti/dijual-perumahan-kota-wisata-oleh-regina-laminewah-18171675,900000000,Jakarta ,105,80,3,2,0,0,1,0,2200,SHM,Perumahan Kota Wisata,"Di Jual Cepat, Strategis, Harga Bawah Pasar, Dekat Mal, Exit Tol.
                                    Siap Huni, Dalam Cluster, Keamanan 
24 Jam, Dekat Slawayan, Freshmarket, Kuliner, Rumahsakit, Sekolah, Rumah
 Ibadah, Mal.

OTHER CONTACT : 081316383840"
42,04-02-2021,https://www.rumah.com/listing-properti/dijual-perumahan-kota-wisata-oleh-regina-laminewah-18179070,1600000000,Jakarta ,136,100,3,2,0,0,1,0,2200,SHM,Perumahan Kota Wisata,"Di Jual Cepat, Strategis, Kondisi Bagus, Lingkungan Nyaman dan Aman.
                                    Siap Huni, Dalam Cluster, Dekat 
Minimarket, Freshmarket, Swalayan, Hero, Burger King, Starbuck, Kuliner,
 Sekolah, Taman.

OTHER CONTACT : 081316383840
                                    "
43,04-02-2021,https://www.rumah.com/listing-properti/dijual-kemang-raya-jakarta-selatan-oleh-nurhidayat-17351373,55000000000,Jakarta ,1500,1200,6,6,3,1,8,2,7700,SHM,Kemang raya Jakarta selatan,"Rumah Mewah Kemang Jakarta Selatan
                                    FLASH SALE.... Hunian Luxury 
American Classic @Kemang, Jakarta Selatan.  Dengan Area yamg sangat 
Strategis Juga Asri & Nyaman.



________________________ .

Luas tanah 1500m2

Luas bangunan 1200m2

6+3 Kamar Tidur

6+1 Kamar Mandi

Legalitas : SHM / IMB



________________________



Fasilitas :

• Ruang Fitness

• Ruang Kerja

• Taman Belakang

• Kolam Renang

• Kolam ikan

• Teras Belakang

• 8+2 Carport & Garasi

• BEBAS BANJIR



________________________ .

Open Price 55 M / Negotiable 

________________________ .



More Information :)Call / Wa. 0896.5873.6056

Click And Follow ig @noor_propertindo"
44,04-02-2021,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-jual-cepat-di-puri-indah-kembangan-jakarta-barat-oleh-anda-18371172,2750000000,Jakarta ,120,140,3,2,0,1,0,0,2200,SHM,Rumah Siap Huni Jual Cepat di Puri Indah Kembangan Jakarta Barat,"Rumah Jual Cepat Siap Huni di Komplek Puri Indah Kembangan Jakarta Barat



Lokasi Komplek dekat dengan Fave Hotel.

Rumah 2 lantai

L.Tanah 120 m2  ( 8 x 15 )

L.Bangunan 140 m2 

K.Tidur 3

K.mandi 2+1

Air PAM dan Tanah

SHM

Harga 2,750 M nego

Bisa Cash dan KPR ( siap bantu)



Info dan Survey Lokasi :

ANDA

082113000831"
45,04-02-2021,https://www.rumah.com/listing-properti/dijual-edenhaus-simatupang-oleh-suharjo-16478707,6783000000,Jakarta ,240,222,4,4,0,0,2,0,6600,SHM,Edenhaus Simatupang,"Dijual rumah edenhaus Simatupang Cluster within cluster seluas 2 Ha
                                    Limited stock Available 41 Unit

tipe Boulevard uk 250/222 Sqm

tipe Standard  uk. 240/222 Sqm

tipe Khusus ( Hook )

Central park 2200 meter, Row jalan 10 meter

Green area 65 %,  Design Elegan , Modern dan Mewah

Lokasi Strategis  dekat pintu tol Simatupang

Double security Gate dengan smart card khusus penghuni

Smart home system and CCTV 24 Jam

Serah terima 12 bulan"
46,04-02-2021,https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-siap-huni-di-graha-raya-bintaro-oleh-anda-17985684,1495000000,Jakarta ,124,160,4,2,1,1,2,0,2200,SHM,Dijual Cepat Rumah Siap Huni Di Graha Raya Bintaro,"Dijual Cepat Rumah Siap Huni di Graha Raya Bintaro



Rumah 1,5 lantai

Luas tanah 124 m2

Luas Bangunan 160 m2

Kamar tidur 4+1

Kamar mandi 2+1

Listrik 2200 Watt

Carport 2 mobil

Jetpump

Kitchen Set, Gudang, Ruang cuci jemur

SHM



Harga 1,495,000,000  Nego

Bisa Cash atau KPR ( dibantu full )



Selling Point :

- Cluster 

- One Gate System

- Bebas banjir

- Dekat Graha Raya Club House

- Trans Mart, Giant, Super Indo, Mc Donald, Retail Market, Restaurant, 
Alfamart, IndoMaret, Pasar Modern - Klinik kesehatan, Klinik BPJS, 
Family Sport Club, Pompa Bensin, Pencucian mobil

- 10 menit dari Exit Tol Alam Sutera & IKEA

- Akses tol JORR W2N langsung ke Bandara dan pusat kota Jakarta

- Jalan Utama Bintaro-Graha Raya

- Shuttle Bus Graha Raya- Sudirman- Graha Raya

- Glad Bus Route: Graha Raya-Bintaro Exchange-Fatmawati-Lebak Bulus



Info lebih lanjut dan survey lokasi

ANDAYANI - wa 082113000831

Eagle Tree Property"
47,04-02-2021,https://www.rumah.com/listing-properti/dijual-jual-cepat-murah-rumah-mewah-siap-huni-di-pondok-indah-oleh-fathia-thalib-s-i-kom-18426152,10000000000,Jakarta ,238,157,3,3,1,1,3,1,13200,SHM,Jual Cepat Murah Rumah Mewah Siap Huni Di Pondok Indah,"Lokasi Strategis Selangkah ke PIM dan Tempat Sarana Umum Lainnya
                                    Spesifikasi :

Rumah 2 Lantai

LT : 238

LB : 157

KT : 3+1

KM : 3+1

Listrik 13200 Watt

Garasi + Carport 3 Mobil

Hadap Timur

Posisi Hook



Kondisi Tersewa s/d Juni 2021

Harga Sewa 180 jt/thn



*Open Price 10 M nego*



Dapatkan Best Deal dan Hadiah Menarik Dengan Menghubungi :

08118779900

*Fathia Thalib S.I.Kom*

PT. Arbie Propertindo Konsultan"
48,04-02-2021,https://www.rumah.com/listing-properti/dijual-rumah-minimalis-2-lantai-siap-huni-di-graha-raya-bintaro-oleh-anda-18407014,1400000000,Jakarta ,72,86,3,2,0,0,1,0,2200,SHM,Rumah minimalis 2 lantai siap huni di graha raya bintaro,"Rumah minimalis 2 lantai siap huni di graha raya bintaro
                                    Dijual Cepat Rumah Minimalis Siap Huni di Graha Raya Bintaro



Bangunan 2 lantai

Luas tanah 72 m2

Luas Bangunan 86 m2

Kamar tidur 3

Kamar mandi 2

Listrik 2200 Watt

Carport 1 mobil

Hadap Utara

SHM



Harga 1,4 M Nego

Bisa Cash atau KPR ( dibantu full )



Selling Point :

- Cluster 

- One Gate System

- Bebas banjir

- Dekat Graha Raya Club House

- Trans Mart, Giant, Super Indo, Mc Donald, Retail Market, Restaurant, 
Alfamart, IndoMaret, Pasar Modern - Klinik kesehatan, Klinik BPJS, 
Family Sport Club, Pompa Bensin, Pencucian mobil

- 10 menit dari Exit Tol Alam Sutera & IKEA

- Akses tol JORR W2N langsung ke Bandara dan pusat kota Jakarta

- Jalan Utama Bintaro-Graha Raya

- Shuttle Bus Graha Raya- Sudirman- Graha Raya

- Glad Bus Route: Graha Raya-Bintaro Exchange-Fatmawati-Lebak Bulus



Info dan Survey 

ANDAYANI 

082113000831"
49,04-02-2021,https://www.rumah.com/listing-properti/dijual-townhouse-cipete-lokasi-strategis-oleh-dian-fitria-18095979,5700000000,Jakarta ,154,300,4,4,1,1,1,1,7700,SHM,Townhouse Cipete Lokasi Strategis,"Townhouse Cipete Lokasi Strategis
                                    Rumah 3lt dalam townhouse di Cipete

LT 154m LB 300m

4+1 KT 4+1 KM

1 Garasi 1 Carport 

Swimming Pool

Sertifikat SHM

Lokasi strategis dekat pusat kuliner Cipete Raya

Akses Stasiun MRT Cipete, flyover Antasari dan tol JORR

Harga 5,7M nego"
50,04-02-2021,https://www.rumah.com/listing-properti/dijual-2-bedrooms-rumah-pasar-rebo-jakarta-timur-dki-jakarta-oleh-graha-satria-pratama-18411917,900000000,Jakarta ,43,49,2,1,0,0,1,0,1300,SHM,"2 Bedrooms Rumah Pasar Rebo, Jakarta Timur, DKI Jakarta","Perumahan D'Puspita Residence 6 Jakarta Timur
                                    Bismillahirrohmanirrohim



Kabar Gembira...Kabar Gembira...Kabar Gembira



Now Coming Soon Di Timur Jakarta



Untuk Anda home Hunter



Rumah minimalis berkualitas dan elegan



Dengan konsep SMART HOME 

"" Control Lampu, AC, TV dan CCTV by Aplikasi smartphone 



Type mezzanin (1 ½ lantai)

Harga  mulai 800jt an



SHM



Hanya di D'Puspita Residence 6.

Jl. Raya bogo Kalisari - Pekayon Pasar Rebo jakarta Timur



Merupakan hunian modern dengan lokasi super strategis, 

hanya 30 meter dari jalur angkot pekayon - kalisari

Dan 300 meter dari Jl. Raya Bogor Jakarta Timur.



Akses sangat mudah menjangkau ke semua tempat karena berada di tengah Kota Jakarta.



Lokasi Strategis Dekat Kemana - mana :

- 30 meter ke Jl. Kalisari

- 300 meter ke Jl Raya Bogor

- 400 meter ke Lap. Tembak Ciracas

- 500 meter ke Titanium Square / Superindo

- 2,5 km ke GOR Ciracas

- 5 km ke Gerbang Tol Gedong 1

- 4 km ke mall Graha Cijantung

- 8 km ke obyek wisata TMII

-  7,1 km ke BUPERTA Cibubur

- 200 meter ke SMU Budhi Warman 2

- 2 km Jakarta Islamic School PKP

- 8 km St. KAI Pondok Cina UI

- 5 Km universitas Gunadarma

- 4,1 km ke RSUD Pasar Rebo

Dan masih Dikelilingi Fasilitas Pendikian

dan Rumah Sakit lainnya



Segera kunjungi lokasi kami.

Unit terbatas.!!



D'Puspita 6 Residence kalisari.

"" SMART HOME FOR SMART HUMAN LIVING""



Wa.me/6281282227182



#kavlingsyariahmurah #propertisyariah #investasiproperti #kavlingjakarta
 #kavlingrumah #rumahbaru #perumahan #jualtanahmurah #investasikavling 
#jakarta #kavlingstrategis #infoproperti #realestate #jual #dijual 
#tanpadenda #kavlingmurahjakarta #kavlingjakarta #rumahmodern 
#propertimurah #tanpasita #jualtanahkavling #syariah #perumahansyariah 
#tanpabichecking #rumahmewah #kprsyariah"
51,04-02-2021,https://www.rumah.com/listing-properti/dijual-jl-johar-baru-jakarta-pusat-johar-baru-dki-jakarta-oleh-jajang-subana-18423318,795000000,Jakarta ,25,50,2,1,0,0,1,0,2200,SHM,"Jl johar baru jakarta pusat johar baru, , DKI JAKARTA","Cluster mandala johar baru
                                    Deskripsi

Rumah Minimalis Modern Harga Murah Di Jakarta Pusat

Promo Discount Akhir Tahun !



Dapatkan Promo Discount Akhir Tahun Hanya di CLUSTER MANDALA JOHAR BARU !



WAKTU PROMO TERBATAS



CLUSTER MANDALA hunian di tengah tengah rumah penduduk menganut system gate ( 1 Pintu ).



Tampilan Rumah Mewah dan Elegan, Lebar jalan dalam Cluster 5 meter cukup untuk masuk 2 mobil.



Spesikasi Cluster Mandala :

Luas tanah mulai dari 21 m2

luas bangunan mulai dari 42 m2

Kamar tidur 2 unit

Kamar mandi 1 unit

dapur

Carport

Harga Mulai dari 680 juta



DISCOUNT AKHIR TAHUN 5 % + 5 %



On Progress



Alamat :

Jln Johar Baru Utara Kel Johar Baru Kec Johar Baru Jakarta Pusat ( Akses Masuk 2 Mobil )

Dekat dengan Kantor Kecamatan Johar Baru

Dekat dengan Pd Pasar Jaya Johar Baru



Spesifikasi Teknis :

1. Pondasi Ceker Ayam ( Kekuatan Untuk 3 Lantai )

2. Lantai Granite ukuran 60 cm x 60 cm

3. Pintu Kayu

4. Jendela Alumunium Fowder Coating + kaca

5. Listrik 2200 watt

6. Dudukan Lampu Down Light

7. Plafond Hollow Gypsum

8. Relling tangga Besi Hollow

9. Kamar Mandi Setengah Dinding Keramik, Closset Duduk, Shower, wastafel, Hexospen

10. Air PDAM

11. Tersedia Instalasi tiap Ruangan

12. Rangka Atap Baja Ringan

13. Genteng Multi Roop

14. Tersedia Penampungan Air ( Toren )

Bahan Bagus Tahan Lama !!!

Legalitas Sertifikat Hak Milik





Jangan Lewatkan Promo Discount Besar Besaran Ini !



Segera Kunjungi Lokasi dan Book Unitnya Sebelum Kehabisan.

14 Project sebelumnya Habis dalam Jangka Waktu 1-2 bulan..





Cara Bayar :

Cash Keras

Cash Bertahap

Kpr



Minat Hubungi :

Sales In House





JAJANG 



085648077749"
52,04-02-2021,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-real-estate-lt-oleh-eno-ida-nurhuda-18420281,550000000,Jakarta ,136,45,2,1,0,0,1,0,1300,SHM,Di jual Rumah real estate lt,"Di jual rumah real estate murce lt
                                    Rumah Minimalis Murah, tanah luas, 
di Citra Indah City, sebuah kawasan seluas 1200 Ha yang sedang 
berkembang menjadi kota mandiri persembahan Group Ciputra di Timur 
Cibubur Selatan Cikarang,tersedia banyak pilihan rumah hook  

Fasilitas Perumahan Lengkap: 

Waterpark, Sekolah ( Negeri, IT, Umum ), Pasar Tradisional, Shuttle Bus (
 grogol, blokm, mega kuningan, artha gading ),Angkutan kawasan, Bank dan
 ATM center, Kawasan Niaga ( Citraindah Square 1 2, Shooping Street, 
Citraindah Festival ). Rumah Sakit, Klinik, Pocm Bensin, Jogging Track, 
security 24 jam, sarana ibadah ( masjid gereja ) sarana olah raga ( 
lap.futsal, tenis, badminton, jogging track) .

Harga terjangkau, nilai investasi tinggi 



Persembahan dari Ciputra Group , Citra Indah City hunian nuansa 
pegunungan dengan hawa yang sejuk bebas polusi , berada di areal seluas 
1200 H  yang sedang berkembang menjadi Kota mandiri, terletak di timur 
cibubur selatan cikarang. 

Fasilitas Perumahan Lengkap: 

Waterpark, Sekolah ( Negeri, IT, Umum ), Pasar Tradisional, Shuttle Bus (
 grogol, blokm, mega kuningan, artha gading ),Angkutan kawasan, Bank dan
 ATM center, Kawasan Niaga ( Citraindah Square 1 2, Shooping Street, 
Citraindah Festival ). Rumah Sakit, Klinik, Pom Bensin, Jogging Track, 
security 24 jam, sarana ibadah ( masjid,gereja ) sarana olah raga ( 
lap.futsal, tenis, badminton, jogging track) .



Lokasi yang terjangkau ke arah bekasi , cikarang, bogor, Jakarta ,

Fasilitas yang lengkap,  hargaa terjangkau menjadikan hunian ini memiliki tingkat investasi tinggi  

Tersedia unit baru dan siap huni, rumah hunian  dan ruko  dengan konsep minimalis

Segera miliki unit2 kami dengan harga yang sangat terjangkau ."
53,04-02-2021,https://www.rumah.com/listing-properti/dijual-citra-garden-city-2-extension-oleh-deddy-liu-18082764,2975000000,Jakarta ,128,212,4,3,1,1,1,0,3500,SHM,Citra Garden City 2 Extension,"Dijual Rumah Rapi bangunan baru model minimalis
                                    Dijual Rumah Minimalis 

Citra 2 Extention

Bangunan baru 1 thn

8 x 16 m2

2 lantai

Kt 4 + 1 

Km 3 + 1 

•Atap baja ringan

•Sun Solar heather 

•Filter/ Tabung penyaring air 

•Advance air minum 

•Kitchen set 

•Ac 5 buah baru 

•Tile size 80

•bata merah

•Hadap utara

•Shm 

2.975 M Nego

Deddy liu 

081212825506"
54,04-02-2021,https://www.rumah.com/listing-properti/dijual-perumahan-jatinegara-indah-oleh-dina-kumala-dewi-18267446,1750000000,Jakarta ,120,88,3,2,0,0,1,0,2200,SHM,Perumahan Jatinegara Indah,"Rumah Siap Huni
                                    Perumahan dengan fasilitas 24 jam

dekat dengan mall Buaran Plaza,

dekat dengan SPBU, tempat Ibadah, pasar Tradisional, Ke Aeon JGC 15 mnt,
 ke Mall Kelapa Gading 15 menit, dekat dengan sekolah, 20 menit menuju 
RS Omni Kelapa Gading"
